Time Stamp,User,Compound,Positive,Neutral,Negative,Tweet,Tweet_Ago
8/30/2018,@Boeing,0,0,1,0,NOW: @USNavy announced #BoeingMQ25 will be the first unmanned aerial refueler on carrier decks around the world. RE… https://t.co/tToTddD9aF,150
8/26/2018,@Boeing,0.7506,0.242,0.758,0,"RT @BoeingCEO: John McCain was a patriot, dedicated public servant and passionate, tireless advocate for our men and women in uniform. We e…",151
8/23/2018,@Boeing,0.5574,0.187,0.813,0,RT @Erdayastronaut: What’s it like to go inside the @Boeing CST-100 #starliner? Well I learned how to fly one of America’s next spaceships…,152
8/17/2018,@Boeing,0.7777,0.254,0.746,0,RT @weareboeingsc: We won a Guinness World Record! Our teammates came together to form the world’s largest human image of a safety vest to…,153
8/16/2018,@Boeing,0,0,1,0,"RT @BoeingSpace: Small satellites, big capability. #Boeing to acquire Millennium Space Systems. RELEASE: https://t.co/rjWe2mxVt5 https://t.…",154
8/15/2018,@Boeing,0.0258,0.058,0.942,0,"RT @BoeingAirplanes: Every minute matters. Our new #Boeing RouteSync service, now available across platforms to auto-uplink flight plans, s…",155
8/9/2018,@Boeing,0.3612,0.116,0.884,0,RT @Erdayastronaut: What's it like to wear @BoeingSpace's new space suit for the upcoming @NASA #commercialcrew program? Well... I found ou…,156
8/8/2018,@Boeing,0.3818,0.11,0.89,0,"RT @business: Dennis Muilenburg, @BoeingCEO, says he places a high premium on innovation in order to keep the company ""on the leading edge.…",157
8/7/2018,@Boeing,0.4404,0.146,0.854,0,"Exoskeletons are big news right now as we test endurance-enhancing exoskeletons to keep our employees safe. 

Check… https://t.co/nfblaM2vSt",158
8/7/2018,@Boeing,0,0,1,0,"RELEASE: As we grow additive manufacturing capabilities, #BoeingHorizonX invests in @Digital_Alloys to enable stron… https://t.co/BdECkhcXYi",159
8/3/2018,@Boeing,0.8172,0.306,0.694,0,Congratulations @Astro_Ferg and team on being named as Commercial Crew astronauts! You’re now free to move about th… https://t.co/y181BN1uRZ,160
8/2/2018,@Boeing,0.3802,0.12,0.88,0,RT @BoeingSpace: Be sure to follow @BoeingSpace tomorrow! We’ll take you inside as @NASA names the @Commercial_Crew @NASA_Astronauts who wi…,161
8/1/2018,@Boeing,0,0,1,0,Coming soon to Cambridge: We’re opening the new Boeing Aerospace &amp; Autonomy Center in 2020! Our engineers will deve… https://t.co/7G0yXszcrq,162
7/31/2018,@Boeing,0,0,1,0,RT @BoeingDefense: It is with heavy hearts we say goodbye to a tremendous colleague. John Morrocco (2nd from left) retired after 16 years o…,163
7/31/2018,@Boeing,0.8779,0.461,0.539,0,"RT @virginia_tech: A $3 million gift from @Boeing will support the @VTHonorsCollege Calhoun Honors Discovery Program, helping #VirginiaTech…",164
7/27/2018,@Boeing,0,0,1,0,RT @BoeingAirplanes: Orbis Flying Eye Hospital https://t.co/5S07XGH2uM,165
7/27/2018,@Boeing,0.296,0.095,0.905,0,RT @BoeingAirplanes: Join us #live in one hour to check out the latest @OrbisIntl Flying Eye Hospital. #Boeing helped provide engineering a…,166
7/26/2018,@Boeing,0,0,1,0,"It has been an action-packed week at EAA AirVenture OshKosh! #OSH18 #BoeingGlobalServices 

Check out what we’ve be… https://t.co/yPboDdkjrr",167
7/25/2018,@Boeing,0.3182,0.108,0.892,0,".@BoeingCEO: “We are as optimistic about our future, and the future of our industry, as we have ever been.” https://t.co/FutkF4JZbn",168
7/25/2018,@Boeing,0.7783,0.494,0.506,0,2018 revenue guidance raised on defense wins and services growth https://t.co/vXJjUKZfYf,169
7/25/2018,@Boeing,0.5106,0.292,0.708,0,Strong operating performance delivers $4.7 billion operating cash https://t.co/u6cIKUujhY,170
7/25/2018,@Boeing,0,0,1,0,Services growth…$4 billion in orders; delivered first 737 Boeing Converted Freighter https://t.co/T2eGfGTNdA,171
7/25/2018,@Boeing,0,0,1,0,Received multi-year contract for 58 V-22 Ospreys @BoeingDefense https://t.co/CUafOfKfvr,172
7/25/2018,@Boeing,0,0,1,0,First two 777X test aircraft in production @BoeingAirplanes https://t.co/5ocrnQns4T,173
7/25/2018,@Boeing,0.4003,0.183,0.817,0,"Live now: higher revenue, earnings, margin; robust cash — check it out!  https://t.co/gcnEWZ7Hh0 https://t.co/79W3aGtwpk",174
7/25/2018,@Boeing,0.6908,0.322,0.678,0,"RELEASE: #Boeing reports strong second-quarter; generated robust cash; raises revenue guidance

Learn more:… https://t.co/Q50iTQXwlg",175
7/24/2018,@Boeing,0.7418,0.23,0.77,0,RT @BoeingSpace: An exciting day for the entire #Starliner and @BoeingSpace team! Let's get ready to fly! Learn more about #Boeing test pil…,176
7/23/2018,@Boeing,0.6114,0.2,0.8,0,"RT @BoeingAirplanes: Spotted: sharks on a plane! 🦈 We’re celebrating #SharkWeek with these @SouthwestAir Boeing 737s. #SharksTakeFlight 
Tr…",177
7/21/2018,@Boeing,0,0,1,0,Relive highlights from the Farnborough Airshow with this Twitter Moment! #BoeingFIA https://t.co/sB7DfFAF9m,178
7/20/2018,@Boeing,0.5859,0.167,0.833,0,We had an amazing day during Farnborough #FuturesDay18 with the students who will be the next generation of aerospa… https://t.co/3oFOevtMii,179
7/20/2018,@Boeing,0.8439,0.431,0.569,0,Welcome @SecretaryAcosta to @weareboeingsc! We’re proud to support the new #WorkforceDevelopment initiative by inve… https://t.co/qHGqgYYCmO,180
7/20/2018,@Boeing,0.3612,0.111,0.889,0,#FuturesDay18 at Farnborough and the next generation of aerospace is ready to soar. Watch to see how one Boeing tes… https://t.co/WMtw8yA7Ge,181
7/20/2018,@Boeing,0.6249,0.212,0.788,0,Students across Europe are ready for takeoff as our $5M commitment to Newton Europe STEM programs will get more peo… https://t.co/cQzWgHUaBJ,182
7/20/2018,@Boeing,0,0,1,0,Wondering about the future of transport? Our Cargo Air Vehicle (CAV) will carry up to 500 pounds for on-demand deli… https://t.co/4KRORVhOdk,183
7/20/2018,@Boeing,0,0,1,0,"RT @BoeingSpace: ""The Eagle has landed."" 
July 20, 1969, 4 days after launch, the crew of #Apollo 11 landed on the Moon. 
49 years ago OTD…",184
7/19/2018,@Boeing,0.128,0.073,0.927,0,"With $100 billion in orders and commitments at #FIA18, #Boeing led the way at Farnborough, showcasing its proven po… https://t.co/FaymHjWGkJ",185
7/19/2018,@Boeing,0.3818,0.12,0.88,0,RT @BoeingAirplanes: Novus Aviation Capital joins the #Boeing family with a commitment for up to four 777-300ERs. This marks Dubai-based le…,186
7/19/2018,@Boeing,0,0,1,0,RT @BoeingAirplanes: #ICYMI: Seacons Trading ordered a Boeing Business Jet #737MAX 7. Momentum continues to grow for BBJ MAX program with 2…,187
7/19/2018,@Boeing,0.7345,0.267,0.733,0,RT @BoeingAirplanes: We're thrilled to officially welcome @HawaiianAir into the 787 #Dreamliner family! The airline just finalized an order…,188
7/19/2018,@Boeing,0.128,0.07,0.93,0,RT @BoeingAirplanes: New commitments from two airlines for 15 787-9 #Dreamliners at #FIA18 set up the fastest-selling widebody jet in histo…,189
7/19/2018,@Boeing,-0.128,0,0.93,0.07,"We are live from #FIA18 taking you inside the @deptdefense Corral for a look at the F-15E Strike Eagle, AH-64E Apac… https://t.co/4GLNAxZY3n",190
7/19/2018,@Boeing,0.7263,0.264,0.736,0,RT @BoeingAirplanes: MAX excitement! Today we received a commitment from an unidentified customer at #FIA18 for 100 #737MAX airplanes. #Boe…,191
7/19/2018,@Boeing,0.5994,0.157,0.843,0,RT @BoeingCEO: Congratulations to @embraer on $15 billion in deals across its E-Jet portfolio – way to take a bite out of Farnborough. #emb…,192
7/18/2018,@Boeing,0,0,1,0,RT @BoeingDefense: Maintain the planes. Train the pilots. #BoeingGlobalServices announces @USAirForce #C17 fleet aircrew and maintenance tr…,193
7/18/2018,@Boeing,0.128,0.07,0.93,0,RT @BoeingAirplanes: We've signed commitments for 40 High-Capacity 737 MAX 8s and 53 737 MAX 8 airplanes with four undisclosed customers. M…,194
7/18/2018,@Boeing,0,0,1,0,We are live from #FIA18 discussing the future of the Cargo Market with @BoeingAirplanes vice president of Marketing… https://t.co/TNxJzuf3mX,195
7/18/2018,@Boeing,0.3595,0.106,0.894,0,Cargo market is back! We have sold 103 #Boeing Freighters in the past 18 months and the momentum continues. Join us… https://t.co/5PDndZzZGh,196
7/18/2018,@Boeing,0.7269,0.243,0.757,0,RT @BoeingAirplanes: Pleased to announce that VietJet @vietjetvietnam has signed an agreement for 100 737 MAX airplanes including 80 737 MA…,197
7/18/2018,@Boeing,0.296,0.099,0.901,0,"Join us on a live tour of the 737 MAX 7 Test Airplane with the flight test engineers and pilot. 

Have a question?… https://t.co/0qkbhPNkBA",198
7/18/2018,@Boeing,0.296,0.099,0.901,0,.@USNavy has flown into #FIA18 to share the global mission of the #P8 and talk about protecting seas with worldwide… https://t.co/jN5KT3tDS9,199
7/18/2018,@Boeing,0,0,1,0,Day 3 Farnborough is kicking off and we are flying high during this fast moving show! Stay tuned online:… https://t.co/NAWzy9nhFT,200
7/17/2018,@Boeing,0.6369,0.189,0.811,0,"Experience the best of #Boeing Day 2 at #FIA18 with orders and announcements, dramatic exhibits and displays, and a… https://t.co/XLdXWfJr7N",201
7/17/2018,@Boeing,0.8016,0.395,0.605,0,Congratulations to @XiamenAirlines! The first #Boeing Optimized Maintenance Program customer in China.… https://t.co/ZQAy3a8KXf,202
7/17/2018,@Boeing,0,0,1,0,Pushing military and civil pilot training into the future with our partner @blackshapeair at #FIA18.… https://t.co/b27dyneQXN,203
7/17/2018,@Boeing,0,0,1,0,The Biman Bangladesh Airlines 787-8 #Dreamliner took to the skies at #FIA18 and put on a spectacular show—wow!… https://t.co/V6GPPlIf55,204
7/17/2018,@Boeing,0.7177,0.285,0.715,0,Ready for anything! #BoeingGlobalServices and @primeraair sign #Boeing Global Fleet Care contract for #737MAX and N… https://t.co/tWpX6pbS10,205
7/17/2018,@Boeing,0.1511,0.074,0.926,0,RT @BoeingAirplanes: Large #737MAX order! @AirLeaseCorp says their customers want more 737 MAX. Deal includes 75 737 MAX orders and commitm…,206
7/17/2018,@Boeing,0.765,0.28,0.72,0,RT @BoeingAirplanes: Happy to announce @volgadneprgroup has confirmed order of five #Boeing 747-8 Freighters valued at $2 billion. #BoeingF…,207
7/17/2018,@Boeing,0,0,1,0,Our 2018 #Boeing Commercial Market Outlook has been released! Over $15 trillion to be spent for new ✈️✈️✈️ and comm… https://t.co/kEbOHVMgwV,208
7/17/2018,@Boeing,0.4926,0.166,0.834,0,29 #Boeing 777 Freighters! Cargo transportation leader @CargoLogicAir intends to purchase the cargo jets valued at… https://t.co/KhG0oVEdDN,209
7/17/2018,@Boeing,0.4939,0.158,0.842,0,RELEASE: We’re building a future where autonomous and piloted air vehicles safely coexist by partnering with AI tec… https://t.co/tKSN0ScikS,210
7/17/2018,@Boeing,0.128,0.086,0.914,0,".@Boeing and @Embraer partnership will explore new markets for defense products and services, especially the KC-390… https://t.co/eOxs7BDGFF",211
7/17/2018,@Boeing,0,0,1,0,"We see you, #FIA18—good morning! Get the full show experience at #BoeingFIA and https://t.co/5jFpwSI3ui https://t.co/RIzWfSIZW4",212
7/16/2018,@Boeing,0.7574,0.276,0.724,0,An awesome wrap to Day 1 at #FIA18 with orders and agreements across our commercial and services teams! #BoeingFIA… https://t.co/bFH46fjUSu,213
7/16/2018,@Boeing,0.4767,0.193,0.807,0,Proud to continue our long partnership with the Royal Netherlands Air Force. #BoeingFIA https://t.co/1943m84Moz,214
7/16/2018,@Boeing,0.6486,0.249,0.751,0,Exciting day for #BoeingGlobalServices' first #FIA18 with $2.1 billion in orders and agreements. Hear more from ser… https://t.co/b0B0EYKQ3s,215
7/16/2018,@Boeing,0.3164,0.108,0.892,0,Soaring the skies at #FIA18! Our #737MAX customers continue to take full advantage of the #Boeing 737 MAX family's… https://t.co/J1cC0jhO5f,216
7/16/2018,@Boeing,0.6696,0.256,0.744,0,At your Services! #BoeingGlobalServices proud to announce multiple orders and agreements that span the globe and th… https://t.co/97uIKIFXz2,217
7/16/2018,@Boeing,0.5574,0.18,0.82,0,"RT @BoeingAirplanes: Excited to share that @VoeGOLoficial has selected to fly the #Boeing 737 MAX 10, the newest and largest member of the…",218
7/16/2018,@Boeing,0.9022,0.395,0.605,0,Having a #OneBoeing approach to everything we do is integral to building the best global team and talent. Great sta… https://t.co/lLVo1ZYPsf,219
7/16/2018,@Boeing,0.7783,0.328,0.672,0,RT @BoeingAirplanes: Excited to share that @tarom_ro has ordered 5 737 MAX 8s and entering a #BoeingGlobalServices agreement on toolbox and…,220
7/16/2018,@Boeing,0.7906,0.333,0.667,0,@Boeing  and @embraer  … two great companies coming together to be even better. #BoeingFIA #EmbraerStories #FIA18 https://t.co/HqqG5RM8r5,221
7/16/2018,@Boeing,0.3818,0.126,0.874,0,RT @BoeingAirplanes: .@United has expanded their commitment to the 787 #Dreamliner program with a repeat order for 4 more 787-9 airplanes.…,222
7/16/2018,@Boeing,0.765,0.268,0.732,0,RT @BoeingAirplanes: Thank you @qatarairways for your order of 5 #Boeing 777 Freighters. Great start to #BoeingFIA and a vote of confidence…,223
7/16/2018,@Boeing,0,0,1,0,"RT @BoeingAirplanes: Jackson Square Aviation has chosen the 737 MAX for its first direct purchase from a jet maker, ordering 30 MAXs valued…",224
7/16/2018,@Boeing,0.2732,0.091,0.909,0,RT @BoeingAirplanes: Our first order announcement of #FIA18: @DHLexpress has committed to doubling its global 777 fleet by adding 14 new 77…,225
7/16/2018,@Boeing,0,0,1,0,Sun’s up on Day 1 of the Farnborough International Airshow #FIA18. Here's a sneak peek of #BoeingFIA.… https://t.co/P85X56GXbz,226
7/16/2018,@Boeing,0.4391,0.153,0.847,0,Showing off at #FIA18. Today we're displaying the industry's most capable freighters and integrated service solutio… https://t.co/bPkclzy7o2,227
7/15/2018,@Boeing,0.504,0.129,0.871,0,Good with numbers? About how many airplanes will be needed over the next 20 years? Find out when we release our Com… https://t.co/uXfgL00ol3,228
7/15/2018,@Boeing,0,0,1,0,RELEASE: #Boeing donates $5 million to launch European #STEM education effort. #BoeingInspires… https://t.co/pchRdOI0Ar,229
7/15/2018,@Boeing,0.296,0.104,0.896,0,Join us LIVE now inside the CargoLogicAir 747-8F to see an unexpected cargo loading from the inside out. #BoeingFIA… https://t.co/Yxuf3lLg3m,230
7/14/2018,@Boeing,0.3612,0.116,0.884,0,Put on your sunglasses and get ready to fly into #FIA18 on a @CargoLogicAir 747-8 Freighter. #BoeingFIA will take y… https://t.co/yzGYZNWtgU,231
7/13/2018,@Boeing,0.296,0.087,0.913,0,RT @BoeingAirplanes: This view is going to be epic all week at #FIA18. The @air_italy #737MAX and the #Boeing 737 MAX 7 share a moment upon…,232
7/13/2018,@Boeing,0.6908,0.241,0.759,0,An #F15 from @48FighterWing put on a grand practice display before touching down to help fill up the Department of… https://t.co/6zIgozMBxt,233
7/13/2018,@Boeing,0.3595,0.142,0.858,0,We're streaming live with the expert who developed our latest passenger-carrying hypersonic concept. Join us! https://t.co/7C1ta0XjPu,234
7/12/2018,@Boeing,0.296,0.081,0.919,0,Where would you go if you could travel five times the speed of sound? Join us live on July 13th at 9:00 a.m. PST as… https://t.co/Nsqe1cp1qG,235
7/11/2018,@Boeing,0,0,1,0,Our #Boeing #737MAX 7 and @BimanAirlines 787-8 #Dreamliner have landed! Our products are quickly arriving and getti… https://t.co/dhH6kiVNOk,236
7/11/2018,@Boeing,0.1759,0.105,0.822,0.073,Don’t miss your chance to ask @BoeingCEO your questions! Reply to this tweet by July 13th and hashtag #BoeingFIA. https://t.co/dkO42p0U48,237
7/10/2018,@Boeing,0,0,1,0,RELEASE: #Boeing reports second-quarter deliveries https://t.co/F8pi5ONzHH https://t.co/tH6vt1ANee,238
7/7/2018,@Boeing,0.4588,0.115,0.885,0,RT @BoeingAirplanes: Watch our favorite moments 🎥 from the @SpecialOlympics and see what it means to some of our 500+ #Boeing volunteers wh…,239
7/5/2018,@Boeing,0,0,1,0,RT @BoeingAirplanes: Introducing something new in Boeing Blue! We've updated our livery system to visually unify our expansive and unrivale…,240
7/5/2018,@Boeing,0.4767,0.154,0.846,0,RELEASE: Proud to build on our partnership with @embraer in a proposed joint venture of Embraer’s commercial aircra… https://t.co/L20wGtaSfW,241
7/3/2018,@Boeing,0.8519,0.368,0.632,0,"Congrats and good luck to the more than 3,000 athletes participating in the #2018USAGames taking place in #Seattle,… https://t.co/dFezrSal1m",242
6/29/2018,@Boeing,0,0,1,0,"Two teams even rode in tour band planes! For kicks, see the full line-up here: https://t.co/rXwwflmuGA https://t.co/BEEXk6jFoU",243
6/27/2018,@Boeing,0.4019,0.114,0.886,0,RT @EPA: The Boeing Company in South Carolina secured major air and wetlands permits in just over six months. Learn how: https://t.co/3ypjI…,244
6/27/2018,@Boeing,0,0,1,0,RT @BoeingDefense: 2 million pounds and counting! #Boeing-#USAF KC-46 tankers surpass two million pounds of fuel offloaded during flight te…,245
6/26/2018,@Boeing,0,0,1,0,This passenger-carrying hypersonic vehicle could one day be a reality. Building the future here at Boeing means loo… https://t.co/mAqgW36Bbi,246
6/26/2018,@Boeing,0.6249,0.242,0.758,0,"We’re helping scale the future of safe, aerial on-demand deliveries as #BoeingHorizonX invests in UAV logistics sta… https://t.co/5MosZaGbhV",247
6/26/2018,@Boeing,0.4404,0.172,0.828,0,"RELEASE: #BoeingHorizonX invests in on-demand UAV delivery startup, @matternet, to enable safe, next-generation car… https://t.co/d4UKSOSjcD",248
6/23/2018,@Boeing,0.5106,0.235,0.765,0,We are dedicated to increasing the number of women in #STEM careers worldwide. @INWED1919 #INWED18… https://t.co/kTr82DPpA4,249
6/22/2018,@Boeing,0.5106,0.193,0.807,0,We are committed to helping students develop the skills they need for tomorrow’s jobs. That’s why we’re joining 400… https://t.co/VQubyEYQ8V,250
6/21/2018,@Boeing,0.25,0.105,0.895,0,At the #ParisAirForum our senior VP for commercial sales and marketing Ihssane Mounir explained how advanced airpla… https://t.co/cUF52ZkKYs,251
6/20/2018,@Boeing,0.6369,0.174,0.826,0,RT @BoeingDefense: The first @USAirForce #KC46 will be delivered to @22ARW #TeamMcConnell in October. The best of #Boeing are working 24/7…,252
6/16/2018,@Boeing,0,0,1,0,"Let the countdown begin, only ONE MONTH until #FIA18! Follow @Boeing for all of our #BoeingFIA news. https://t.co/7h6h7xDTZM",253
